method,variant,stock,train_seed,day,episode_id,final_value,min_value,max_drawdown,max_abs_inventory,mean_abs_inventory,fills,abs_volume,closing_abs_volume,touched_inventory_cap
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-20,1,231.99999999999454,0.0,31.0,200.0,60.58431573552025,134,13400.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-21,0,254.99999999999636,-1.000000000001819,17.0,200.0,64.5822655048693,120,12000.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-21,1,209.0000000000109,-1.000000000003638,19.0,300.0,64.32598667350076,100,10000.0,0.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-22,0,264.99999999998363,0.0,22.000000000003638,200.0,65.04356740133265,132,13200.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-22,1,218.99999999999272,0.0,10.5,200.0,63.96719630958483,102,10200.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-25,0,307.99999999997453,0.999999999998181,11.0,200.0,66.4274730907227,120,12000.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-25,1,234.99999999999636,0.0,6.999999999996362,200.0,68.63147104049206,105,10600.0,200.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-26,0,212.0000000000109,0.0,7.999999999998181,100.0,61.60943106099436,92,9200.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-26,1,133.00000000000364,0.0,62.999999999990905,400.0,78.26755509994875,99,10000.0,200.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-27,0,194.9999999999891,-7.0,41.000000000007276,300.0,73.14197847257816,132,13200.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-27,1,140.99999999999818,0.0,30.00000000000182,300.0,60.635571501793954,106,10600.0,100.0,false
soft_as_low_risk_lam_0p10,soft_as,000858,3,2019-11-28,0,175.99999999999818,0.0,28.500000000003638,300.0,80.72783188108662,88,8800.0,100.0,false
